PMCID	PMID	Title	Journal	Publication_Date	Image_Number
PMC6851141	31719529	Genome-wide association study of eosinophilic granulomatosis with polyangiitis reveals genomic loci stratified by ANCA status	Nature Communications	2019-11-12	1552
PMC7972373	33856326	Transfer of Patients with Spontaneous Intracranial Hemorrhage who Need External Ventricular Drain: Does Admission Location Matter?	Western Journal of Emergency Medicine	2021-03-12	1553
PMC6364412	30727955	Global host molecular perturbations upon in situ loss of bacterial endosymbionts in the deep-sea mussel  assessed using proteomics and transcriptomics	BMC Genomics	2019-02-06	1554
PMC6400931	30837583	Cooling of a vial in a snapfreezing device without using sacrificial cryogens	Scientific Reports	2019-03-05	1555
PMC6002524	29904096	The relationship between reinforcement and explicit control during visuomotor adaptation	Scientific Reports	2018-06-14	1556
PMC5876387	29599430	intermediates provide insight into the mechanism of eukaryotic replicative transposition	Nature Communications	2018-03-29	1557
PMC3863895	24256739	A mHealth Application for Chronic Wound Care: Findings of a User Trial	International Journal of Environmental Research and Public Health	2013-11-19	1558
PMC7464575	32824691	Hydrolytic Degradation of Porous Crosslinked Poly(&#x003b5;-Caprolactone) Synthesized by High Internal Phase Emulsion Templating	Polymers	2020-08-18	1559
PMC9144505	35632313	MIS-Like Structures with Silicon-Rich Oxide Films Obtained by HFCVD: Their Response as Photodetectors	Sensors (Basel, Switzerland)	2022-05-21	1560
PMC5823399	29470518	Universal scaling laws in metro area election results	PLoS ONE	2018-02-22	1561
PMC3681921	23785469	Identification and Analysis of Putative Homologues of Mechanosensitive Channels in Pathogenic Protozoa	PLoS ONE	2013-06-13	1562
PMC4094520	25014359	Lantibiotic Immunity: Inhibition of Nisin Mediated Pore Formation by NisI	PLoS ONE	2014-07-11	1563
PMC4354923	25830092	FTO is necessary for the induction of leptin resistance by high-fat feeding	Molecular Metabolism	2015-02-07	1564
PMC8410836	34471114	Rational design of hyperstable antibacterial peptides for food preservation	NPJ Science of Food	2021-09-01	1565
PMC4146587	25162401	Inference of Gene Regulatory Networks Incorporating Multi-Source Biological Knowledge via a State Space Model with 1 Regularization	PLoS ONE	2014-08-27	1566
PMC7336770	32695460	The crystal structure, Hirshfeld surface analysis and energy frameworks of 2-[2-(meth&#x000ad;oxy&#x000ad;carbon&#x000ad;yl)-3,6-bis&#x000ad;(meth&#x000ad;oxy&#x000ad;meth&#x000ad;oxy)phen&#x000ad;yl]acetic acid	Acta Crystallographica Section E: Crystallographic Communications	2020-06-19	1567
PMC4350982	25656224	A RESTful interface to pseudonymization services in modern web applications	BMC Medical Informatics and Decision Making	2015-02-07	1568
PMC8927148	35296764	Factors related to the location of pigment epithelial detachment in central serous chorioretinopathy	Scientific Reports	2022-03-16	1569
PMC3515131	23284358	3&#x02032;-Ferrocenylcarbon&#x000ad;yl-1&#x02032;-methyl-4&#x02032;-phenyl&#x000ad;spiro&#x000ad;[indeno&#x000ad;[2,3-]quinoxaline-11,2&#x02032;-pyrrolidine]	Acta Crystallographica Section E: Structure Reports Online	2012-10-20	1570
PMC9738395	36501744	Balancing of Motor Armature Based on LSTM-ZPF Signal Processing	Sensors (Basel, Switzerland)	2022-11-22	1571
PMC8707660	34947042	Combination of Strobilurin and Triazole Chemicals for the Management of Blast Disease in Mushk Budji -Aromatic Rice	Journal of Fungi	2021-12-10	1572
PMC4564569	26285130	The use of statins for the treatment of depression in patients with acute coronary syndrome	Translational Psychiatry	2015-08-18	1573
PMC9514989	35606412	IgG4-positive plasma cells in nonspecific sialadenitis and sialolithiasis	Modern Pathology	2022-05-23	1574
PMC4086335	25031877	Microcystic Variant of an Intraosseous Meningioma in the Frontal Area: A Case Report	Case Reports in Neurological Medicine	2014-06-17	1575
PMC6586700	31006825	Structural correlates of attention dysfunction in Lewy body dementia and Alzheimer&#x02019;s disease: an ex-Gaussian analysis	Journal of Neurology	2019-04-21	1576
PMC4334660	25692577	Why Do Cryptic Species Tend Not to Co-Occur? A Case Study on Two Cryptic Pairs of Butterflies	PLoS ONE	2015-02-18	1577
PMC6014522	27917694	Outcomes of kidney transplantation in Alport syndrome compared with other forms of renal disease	Renal Failure	2016-12-05	1578
PMC7246635	32349271	Structure&#x02013;Activity Relationship of RGD-Containing Cyclic Octapeptide and &#x003b1;v&#x003b2;3 Integrin Allows for Rapid Identification of a New Peptide Antagonist	International Journal of Molecular Sciences	2020-04-27	1579
PMC6187692	30424185	A Micromachined Coupled-Cantilever for Piezoelectric Energy Harvesters	Micromachines	2018-05-21	1580
PMC6698016	31419966	Association of hypoxia-inducible factor-1&#x003b1; (HIF1&#x003b1;) 1790G/A gene polymorphism with renal cell carcinoma and prostate cancer susceptibility: a meta-analysis	BMC Medical Genetics	2019-08-16	1581
PMC8706416	34946505	Scientifically Formulated Avocado Fruit Juice: Phytochemical Analysis, Assessment of Its Antioxidant Potential and Consumer Perception	Molecules	2021-12-07	1582
PMC7070812	32070031	Virtual Screening Approach to Identify High-Affinity Inhibitors of Serum and Glucocorticoid-Regulated Kinase 1 among Bioactive Natural Products: Combined Molecular Docking and Simulation Studies	Molecules	2020-02-13	1583
PMC8590803	34824910	Adding pieces to the puzzle: insights into diversity and distribution patterns of Cumacea (Crustacea: Peracarida) from the deep North Atlantic to the Arctic Ocean	PeerJ	2021-11-11	1584
PMC5434671	28510823	Investigation of metabolites accumulation in medical plant  during different growing stage using LC-MS/MS and FT-IR	Botanical Studies	2015-05-27	1585
PMC9414017	36046641	Circ_0039908/miR-let-7c/RRM2 axis was identified played an important role in lung adenocarcinoma by integrated analysis	Journal of Cancer	2022-07-18	1586
PMC3859531	24349761	Monitoring Therapeutic Treatments against  Infections Using Imaging Techniques	Pathogens	2013-05-23	1587
PMC8622903	34829424	Neck Disability Index Is Better in Classification of Recovery after Whiplash Injury in Comparison with Ultrasound Shear Wave Elastography of Trapezius Muscle	Diagnostics	2021-11-10	1588
PMC7796323	33374368	The Effects of Green and Urban Walking in Different Time Frames on Physio-Psychological Responses of Middle-Aged and Older People in Chengdu, China	International Journal of Environmental Research and Public Health	2021-01-24	1589
PMC8460367	34567100	The Short-Term Load Forecasting for Special Days Based on Bagged Regression Trees in Qingdao, China	Computational Intelligence and Neuroscience	2021-09-15	1590
PMC4490800	26191059	Detection of  PCR Cloning	Frontiers in Microbiology	2015-07-03	1591
PMC3909302	24443900	Economic burden of seasonal influenza B in France during winter 2010-2011	BMC Public Health	2014-01-20	1592
PMC4125965	24107093	An update on the impact of pre-transplant transfusions and allosensitization on time to renal transplant and on allograft survival	BMC Nephrology	2013-10-10	1593
PMC8224021	34063875	How to Differentiate Gout, Calcium Pyrophosphate Deposition Disease, and Osteoarthritis Using Just Four Clinical Parameters	Diagnostics	2021-05-21	1594
PMC8616036	34830975	Magnetometer-Guided Sentinel Lymph Node Dissection in Prostate Cancer: Rate of Lymph Node Involvement Compared with Radioisotope Marking	Cancers	2021-11-20	1595
PMC9261172	35798784	Longitudinal changes in auditory and reward systems following receptive music-based intervention in older adults	Scientific Reports	2022-07-07	1596
PMC8102833	33968136	A Population-Specific Major Allele Reference Genome From The United Arab Emirates Population	Frontiers in Genetics	2021-04-23	1597
PMC3924450	24368429	Variation in the Distribution of Four Cacti Species Due to Climate Change in Chihuahua, Mexico	International Journal of Environmental Research and Public Health	2014-01-24	1598
PMC8492896	34630274	Involvement of Specialist Palliative Care in a Stroke Unit in Austria&#x02014;Challenges for Families and Stroke Teams	Frontiers in Neurology	2021-09-22	1599
PMC4169404	25233366	Single Walled Carbon Nanotube-Based Junction Biosensor for Detection of	PLoS ONE	2014-09-18	1600
PMC8668733	34938443	A resource for understanding and evaluating outcomes of undergraduate field experiences	Ecology and Evolution	2021-11-19	1601
PMC8174097	34095131	IGF1-Stimulated Posttraumatic Hippocampal Remodeling Is Not Dependent on mTOR	Frontiers in Cell and Developmental Biology	2021-05-20	1602
PMC6099625	29702574	ParaBTM: A Parallel Processing Framework for Biomedical Text Mining on Supercomputers	Molecules : A Journal of Synthetic Chemistry and Natural Product Chemistry	2018-04-27	1603
PMC3621102	23497526	Neurodevelopmental alcohol exposure elicits long-term changes to gene expression that alter distinct molecular pathways dependent on timing of exposure	Journal of Neurodevelopmental Disorders	2013-03-13	1604
PMC9713824	36466900	Low fish meal diet supplemented with probiotics ameliorates intestinal barrier and immunological function of  the targeted modulation of gut microbes and derived secondary metabolites	Frontiers in Immunology	2022-11-17	1605
PMC5963693	29796335	TALEN-Mediated FLAG-Tagging of Endogenous Histone Methyltransferase DOT1L	Advances in bioscience and biotechnology (Print)	2017-09-22	1606
PMC6724174	31430925	Far-Red Light Acclimation for Improved Mass Cultivation of Cyanobacteria	Metabolites	2019-08-19	1607
PMC9933062	36451264	Assessing the impact of privacy-preserving record linkage on record overlap and patient demographic and clinical characteristics in PCORnet, the National Patient-Centered Clinical Research Network	Journal of the American Medical Informatics Association : JAMIA	2022-11-30	1608
PMC9697694	36432260	Jute Fibers Synergy with nZVI/GO: Superficial Properties Enhancement for Arsenic Removal in Water with Possible Application in Dynamic Flow Filtration Systems	Nanomaterials	2022-11-11	1609
PMC7369757	32610511	Acute Effects of Open Kinetic Chain Exercise Versus Those of Closed Kinetic Chain Exercise on Quadriceps Muscle Thickness in Healthy Adults	International Journal of Environmental Research and Public Health	2020-07-29	1610
PMC3364996	22675429	Therapeutic Validity and Effectiveness of Preoperative Exercise on Functional Recovery after Joint Replacement: A Systematic Review and Meta-Analysis	PLoS ONE	2012-05-31	1611
PMC5751758	29297324	Subject-independent emotion recognition based on physiological signals: a three-stage decision method	BMC Medical Informatics and Decision Making	2017-12-20	1612
PMC8316472	34315885	Extracellular vesicles and exosomes generated from cystic renal epithelial cells promote cyst growth in autosomal dominant polycystic kidney disease	Nature Communications	2021-07-27	1613
PMC7559334	32957731	Brain Activity during Different Throwing Games: EEG Exploratory Study	International Journal of Environmental Research and Public Health	2020-09-17	1614
PMC9329954	35892455	Ultra-Small and Metabolizable Near-Infrared Au/Gd Nanoclusters for Targeted FL/MRI Imaging and Cancer Theranostics	Biosensors	2022-07-24	1615
PMC7018138	32053676	Safety and effectiveness of a novel neuroprotectant, KUS121, in patients with non-arteritic central retinal artery occlusion: An open-label, non-randomized, first-in-humans, phase 1/2 trial	PLoS ONE	2020-02-13	1616
PMC4385306	25852436	Biosynthesis of gold nanoparticles assisted by the intracellular protein extract of  and its catalysis in degradation of 4-nitroaniline	Nanoscale Research Letters	2015-03-25	1617
PMC7923115	33670503	The Foliar Application of Rice Phyllosphere Bacteria induces Drought-Stress Tolerance in  (L.)	Plants	2021-02-18	1618
PMC6987093	31992690	Polymerase independent repression of  promoter	Cell Death &#x00026; Disease	2020-01-28	1619
PMC7997970	33771992	Nonlinear machine learning pattern recognition and bacteria-metabolite multilayer network analysis of perturbed gastric microbiome	Nature Communications	2021-03-26	1620
PMC4650350	26576951	Co-occurrence of resistance genes to antibiotics, biocides and metals reveals novel insights into their co-selection potential	BMC Genomics	2015-11-17	1621
PMC8324201	34234027	Improving Services for HIV-Exposed Infants in Zambia and Cameroon Using a Quality Improvement Collaborative Approach	Global Health: Science and Practice	2021-06-30	1622
PMC5640819	29062267	Design and Preliminary Feasibility Study of a Soft Robotic Glove for Hand Function Assistance in Stroke Survivors	Frontiers in Neuroscience	2017-10-09	1623
PMC7506759	32825013	Cognitive Relevance Transform for Population Re-Targeting	Sensors (Basel, Switzerland)	2020-08-19	1624
PMC9327821	35501973	Transitional care for patients with acute stroke&#x02014;A priority&#x02010;setting project	Health Expectations : An International Journal of Public Participation in Health Care and Health Policy	2022-08-02	1625
PMC3976365	24705579	Mechanisms of Nerve Capping Technique in Prevention of Painful Neuroma Formation	PLoS ONE	2014-04-04	1626
PMC4320179	25674443	The influence of body mass index and outdoor temperature on the autonomic response to eating in healthy young Japanese women	SpringerPlus	2014-03-14	1627
PMC8666312	33012775	Parental Working Hours and Children&#x02019;s Sedentary Time: A Cross-sectional Analysis of the J-SHINE	Journal of Epidemiology	2022-01-05	1628
PMC5612693	28945799	The riddle of mitochondrial alkaline/neutral invertases: A novel Arabidopsis isoform mainly present in reproductive tissues and involved in root ROS production	PLoS ONE	2017-09-25	1629
PMC9340678	35915480	Differences in epidemiology of enteropathogens in children pre- and post-rotavirus vaccine introduction in Kilifi, coastal Kenya	Gut Pathogens	2022-08-01	1630
PMC9740991	36502141	HyScreen: A Ground-Based Imaging System for High-Resolution Red and Far-Red Solar-Induced Chlorophyll Fluorescence	Sensors (Basel, Switzerland)	2022-12-02	1631
PMC8144602	34031374	Microsecond fingerprint stimulated Raman spectroscopic imaging by ultrafast tuning and spatial-spectral learning	Nature Communications	2021-05-24	1632
PMC6393445	30814606	Determination of non-metallic inclusions in a continuous casting slab of ultra-low carbon interstitial free steel by applying of metallographic method, electrolytic method and RTO technique	Scientific Reports	2019-02-27	1633
PMC3890589	24373137	Marker-trait association analysis of functional gene markers for provitamin A levels across diverse tropical yellow maize inbred lines	BMC Plant Biology	2013-12-28	1634
PMC7593233	32815988	Microbiomes in a manganese oxide producing ecosystem in the Ytterby mine, Sweden: impact on metal mobility	FEMS Microbiology Ecology	2020-08-20	1635
PMC8987969	35319478	Social Media&#x02013;Delivered Patient Education to Enhance Self-management and Attitudes of Patients with Type 2 Diabetes During the COVID-19 Pandemic: Randomized Controlled Trial	Journal of Medical Internet Research	2022-03-23	1636
PMC3842112	23712466	Detection of CD133 (prominin-1) in a human hepatoblastoma cell line (HuH-6 clone 5)	Microscopy Research and Technique	2013-08-27	1637
PMC7751445	33365274	Postoperative Adjuvant Chemotherapy Improved the Prognosis in Locally Advanced Cervical Cancer Patients With Optimal Response to Neoadjuvant Chemotherapy	Frontiers in Oncology	2020-12-07	1638
PMC8539389	34684393	Effects of a Calorie-Restricted Mediterranean-Style Diet on Plasma Lipids in Hypercholesterolemic South Korean Patients	Nutrients	2021-09-27	1639
PMC5135815	27912786	Circulation of  in Moldova	Parasites &#x00026; Vectors	2016-12-03	1640
PMC9575273	36253871	Local CpG density affects the trajectory and variance of age-associated DNA methylation changes	Genome Biology	2022-10-17	1641
PMC6759160	31550292	Serum E-selectin concentration is associated with risk of metabolic syndrome in females	PLoS ONE	2019-09-24	1642
PMC5298575	28025483	Graphene-Based Long-Period Fiber Grating Surface Plasmon Resonance Sensor for High-Sensitivity Gas Sensing	Sensors (Basel, Switzerland)	2016-12-22	1643
PMC8874401	35202121	Detection and Quantification of the Harmful Dinoflagellate  (East Asian Ribotype) in the Coastal Waters of China	Toxins	2022-01-25	1644
PMC8915690	35295444	Segmental Chiropractic Spinal Manipulation Does not Reduce Pain Amplification and the Associated Pain-Related Brain Activity in a Capsaicin-Heat Pain Model	Frontiers in Pain Research	2021-11-01	1645
PMC6940867	31855191	Usefulness of Modern Activity Trackers for Monitoring Exercise Behavior in Chronic Cardiac Patients: Validation Study	JMIR mHealth and uHealth	2019-12-19	1646
PMC9181684	35683169	Analysis of Mechanical Properties Related to Fiber Length of Closed-Loop-Recycled Offcuts of a Thermoplastic Fiber Composites (Organo Sheets)	Materials	2022-05-29	1647
PMC6827211	31684894	First-year growth of 834 preterm infants in a Chinese population: a single-center study	BMC Pediatrics	2019-11-04	1648
PMC4449522	25967535	Identification and functional characterization of Toll-like receptor 2&#x02013;1 in geese	BMC Veterinary Research	2015-05-14	1649
PMC7517021	33286299	Rapidly Tuning the PID Controller Based on the Regional Surrogate Model Technique in the UAV Formation	Entropy	2020-05-06	1650
PMC4499386	26221168	Curative Effects of Fuzheng Huayu on Liver Fibrosis and Cirrhosis: A Meta-Analysis	Evidence-based Complementary and Alternative Medicine : eCAM	2015-06-28	1651
PMC5505110	28812836	Understanding Internal Accountability in Nigeria&#x02019;s Routine Immunization System: Perspectives From Government Officials at the National, State, and Local Levels	International Journal of Health Policy and Management	2016-12-10	1652
PMC6703850	31433797	Impacts of ocean acidification on intertidal benthic foraminiferal growth and calcification	PLoS ONE	2019-08-21	1653
PMC8395464	34445392	Bacterial Antigens Reduced the Inhibition Effect of Capsaicin on Cal 27 Oral Cancer Cell Proliferation	International Journal of Molecular Sciences	2021-08-12	1654
PMC3925124	24521244	Performance-improved thin-film a-Si:H/&#x003bc;c-Si:H tandem solar cells by two-dimensionally nanopatterning photoactive layer	Nanoscale Research Letters	2014-02-12	1655
PMC7311655	32625211	Co-infection of Cytomegalovirus and Epstein-Barr Virus Diminishes the Frequency of CD56 NK Cells and Contributes to Suboptimal Control of EBV in Immunosuppressed Children With Post-transplant Lymphoproliferative Disorder	Frontiers in Immunology	2020-06-17	1656
PMC9678914	36425800	The prevalence and clinical significance of intracranial vertebral artery terminated in posterior inferior cerebellar artery: A multicenter hospital-based study in China	Frontiers in Neurology	2022-11-08	1657
PMC6109785	30177910	Functional Connectivity Alterations Reveal Complex Mechanisms Based on Clinical and Radiological Status in Mild Relapsing Remitting Multiple Sclerosis	Frontiers in Neurology	2018-08-20	1658
PMC6133956	30233335	Enriched Environment Exposure Enhances Social Interactions and Oxytocin Responsiveness in Male Long-Evans Rats	Frontiers in Behavioral Neuroscience	2018-09-05	1659
PMC9528767	35716036	Sprouty1 exerts a preventive effect on the initiation of psoriasis by inhibiting innate immune antimicrobial peptide cathelicidin and immunocytes	Cell Proliferation	2022-06-18	1660
PMC4342890	25723335	Bridger: a new framework for  transcriptome assembly using RNA-seq data	Genome Biology	2015-02-11	1661
PMC6513877	31134014	Variable Abundance and Distribution of  Endosymbionts in Plant-Parasitic Nematode Field Populations	Frontiers in Microbiology	2019-05-07	1662
PMC6390634	30808398	Astroglial-targeted expression of the fragile X CGG repeat premutation in mice yields RAN translation, motor deficits and possible evidence for cell-to-cell propagation of FXTAS pathology	Acta Neuropathologica Communications	2019-02-26	1663
PMC7765465	33334008	Rheological Behavior of  (Licorice) Extract as a Function of Concentration and Temperature: A Critical Reappraisal	Foods	2020-12-15	1664
PMC8585864	34764332	Remodeling tumor microenvironment by liposomal codelivery of DMXAA and simvastatin inhibits malignant melanoma progression	Scientific Reports	2021-11-11	1665
PMC9175341	35676743	Effects of exercise habituation and aging on the intersegmental coordination of lower limbs during walking with sinusoidal speed change	Journal of Physiological Anthropology	2022-06-08	1666
PMC5884017	29755785	Extracellular Pectinase from a Novel Bacterium Strain SD and Its Application in Fruit Juice Clarification	Enzyme Research	2018-03-21	1667
PMC9592157	35696183	Age-related High-frequency Hearing Loss Is Not Associated With Horizontal Semicircular Canal Function	Ear and Hearing	2022-10-18	1668
PMC6384553	30678293	Natural Keratin and Coconut Fibres from Industrial Wastes in Flame Retarded Thermoplastic Starch Biocomposites	Materials	2019-01-22	1669
PMC4970189	27455277	Design and Field Experimentation of a Cooperative ITS Architecture Based on Distributed RSUs	Sensors (Basel, Switzerland)	2016-07-22	1670
PMC7952697	33707514	Premating barriers in young sympatric snail species	Scientific Reports	2021-03-11	1671
PMC8062547	33888729	Full-length SMRT transcriptome sequencing and microsatellite characterization in	Scientific Reports	2021-04-22	1672
PMC6950406	31817994	Public Health from the Middle-Out: A New Analytical Perspective	International Journal of Environmental Research and Public Health	2019-12-08	1673
PMC6399209	30863369	Nasal Resistome Development in Infants With Cystic Fibrosis in the First Year of Life	Frontiers in Microbiology	2019-02-26	1674
PMC8990026	35402491	Minimally Invasive Isolated Tricuspid Valve Repair After Left-Sided Valve Surgery: A Single-Center Experience	Frontiers in Surgery	2022-03-25	1675
PMC4012203	24817850	Structure-centered portal for child psychiatry research	Frontiers in Neuroinformatics	2014-04-30	1676
PMC8065434	33808095	Culture-Independent Genotyping, Virulence and Antimicrobial Resistance Gene Identification of  from Orthopaedic Implant-Associated Infections	Microorganisms	2021-03-30	1677
PMC8041676	33029734	Thrombectomy for acute ischemic stroke patients with isolated distal internal carotid artery occlusion: a retrospective observational study	Neuroradiology	2021-10-07	1678
PMC3855635	24324622	Expression and Function of Methylthioadenosine Phosphorylase in Chronic Liver Disease	PLoS ONE	2013-12-06	1679
PMC8163164	34067324	Conformational Control of DNA Origami by DNA Oligomers, Intercalators and UV Light	Methods and Protocols	2021-05-22	1680
PMC8209504	34159254	Dietary supplementary glutamine and L-carnitine enhanced the anti-cold stress of Arbor Acres broilers	Archives Animal Breeding	2021-06-04	1681
PMC8255629	34235168	Predicting Obesity in Adults Using Machine Learning Techniques: An Analysis of Indonesian Basic Health Research 2018	Frontiers in Nutrition	2021-06-21	1682
PMC9147134	35628969	Simple Predictors for Cardiac Fibrosis in Patients with Type 2 Diabetes Mellitus: The Role of Circulating Biomarkers and Pulse Wave Velocity	Journal of Clinical Medicine	2022-05-18	1683
PMC5965875	29791494	Sequential assessment of clinical and laboratory parameters in patients with hemorrhagic fever with renal syndrome	PLoS ONE	2018-05-23	1684
PMC8617962	34830498	A Prospective Investigation of Predictive Parameters for Preoperative Volume Assessment in Breast Reconstruction	Journal of Clinical Medicine	2021-11-09	1685
PMC7022994	31935803	Convenient Real-Time Monitoring of the Contamination of Surface Ion Trap	Nanomaterials	2020-01-06	1686
PMC8608784	34819782	Leaf epidermal micromorphology in ): diversity and taxonomic significance	PhytoKeys	2021-11-15	1687
PMC5383275	28384224	Socio-environmental exposures and health outcomes among persons with sickle cell disease	PLoS ONE	2017-04-06	1688
PMC7397049	32707650	Novel Insights into Mercury Effects on Hemoglobin and Membrane Proteins in Human Erythrocytes	Molecules	2020-07-19	1689
PMC8301076	34206982	Effect of Cryotherapy Temperature on the Extension Performance of Healthy Adults&#x02019; Legs	Biology	2021-06-26	1690
PMC5673176	29107971	Sex differences in the characteristics and short-term prognosis of patients presenting with acute symptomatic pulmonary embolism	PLoS ONE	2017-11-06	1691
PMC6186027	30314510	Functional analysis of a novel parasitic nematode-specific protein of  by siRNA mediated RNA interference	Parasites &#x00026; Vectors	2018-10-10	1692
PMC4678400	26667066	Discrimination of two-qubit unitaries via local operations and classical communication	Scientific Reports	2015-12-15	1693
PMC3139871	21792368	Coprescription of Chinese Herbal Medicine and Western Medications among Prostate Cancer Patients: A Population-Based Study in Taiwan	Evidence-based Complementary and Alternative Medicine : eCAM	2012-07-18	1694
PMC9571706	36234076	On the Electronic Structure of 2H-MoS: Correlating DFT Calculations and In-Situ Mechanical Bending on TEM	Materials	2022-09-28	1695
PMC8774721	35052481	Effects of BPA, BPS, and BPF on Oxidative Stress and Antioxidant Enzyme Expression in Bovine Oocytes and Spermatozoa	Genes	2022-01-14	1696
PMC6517898	31013802	Using Patient-Reported Outcomes to Predict Revision Arthroplasty Following Femoral Neck Fracture: Enhancing the Value of Clinical Registries through Data Linkage	International Journal of Environmental Research and Public Health	2019-04-12	1697
PMC8957347	35235439	Proactive inhibition is marked by differences in the pattern of motor cortex activity during movement preparation and execution	Journal of Neurophysiology	2022-04-01	1698
PMC6470188	31031637	Tissue Oxygenation in Response to Different Relative Levels of Blood-Flow Restricted Exercise	Frontiers in Physiology	2019-04-11	1699
PMC7158131	32293552	Functional and genomic characterization of three novel cell lines derived from a metastatic gallbladder cancer tumor	Biological Research	2020-04-15	1700
PMC7142121	32269274	Frequent Outpatient Visits Prevent Exacerbation of Chronic Obstructive Pulmonary Disease	Scientific Reports	2020-04-08	1701
PMC8533354	34680534	Perfusion Patterns in Patients with Chronic Limb-Threatening Ischemia versus Control Patients Using Near-Infrared Fluorescence Imaging with Indocyanine Green	Biomedicines	2021-10-09	1702
PMC8275384	34316294	Combined Effects of Virtual Reality and Computer Game-Based Cognitive Therapy on the Development of Visual-Motor Integration in Children with Intellectual Disabilities: A Pilot Study	Occupational Therapy International	2021-07-05	1703
PMC6928076	31879548	Cytogenetic and molecular characteristics of rye genome in octoploid triticale (&#x000d7;  Wittmack)	Comparative Cytogenetics	2019-12-16	1704
PMC6855210	31787898	Gene Polymorphisms Are Associated With the Therapeutic Responses to Repaglinide in Chinese Patients With Type 2 Diabetes Mellitus	Frontiers in Pharmacology	2019-11-07	1705
PMC6406484	30813224	The Effects of Swimming Training in Cold Water on Antioxidant Enzyme Activity and Lipid Peroxidation in Erythrocytes of Male and Female Aged Rats	International Journal of Environmental Research and Public Health	2019-02-22	1706
PMC3824568	23884593	Mutational Analysis of cj0183  Promoter	Current Microbiology	2013-07-25	1707
PMC4284680	25431926	Real-Time qPCR Identifies Suitable Reference Genes for Borna Disease Virus-Infected Rat Cortical Neurons	International Journal of Molecular Sciences	2014-11-26	1708
PMC9682194	36438777	Reduction of oil uptake in vacuum fried  chips via ultrasound assisted pretreatment	Frontiers in Nutrition	2022-11-09	1709
PMC8395934	34445426	Regulation of Proteolytic Activity to Improve the Recovery of  Nodavirus Capsid Protein	International Journal of Molecular Sciences	2021-08-13	1710
PMC8492630	34611178	Design of 3D printable prosthetic foot to implement nonlinear stiffness behavior of human toe joint based on finite element analysis	Scientific Reports	2021-10-05	1711
PMC8492738	34611256	Utility of neutrophil CD64 in distinguishing bacterial infection from inflammation in severe alcoholic hepatitis fulfilling SIRS criteria	Scientific Reports	2021-10-05	1712
PMC6113402	30186283	Calcium Oxalate Differentiates Human Monocytes Into Inflammatory M1 Macrophages	Frontiers in Immunology	2018-08-22	1713
PMC5501949	28687074	Strength of functional signature correlates with effect size in autism	Genome Medicine	2017-07-07	1714
PMC8825820	35136053	Observation of perfect diamagnetism and interfacial effect on the electronic structures in infinite layer Nd superconductors	Nature Communications	2022-02-08	1715
PMC9318145	35889751	Hypertension: Constraining the Expression of ACE-II by Adopting Optimal Macronutrients Diet Predicted via Support Vector Machine	Nutrients	2022-07-07	1716
PMC9003213	35408068	Unifying Obstacle Detection, Recognition, and Fusion Based on the Polarization Color Stereo Camera and LiDAR for the ADAS	Sensors (Basel, Switzerland)	2022-03-23	1717
PMC9441056	36057613	Profiling symptom burden and its influencing factors at discharge for patients undergoing lung cancer surgery: a cross-sectional analysis	Journal of Cardiothoracic Surgery	2022-09-03	1718
PMC7565131	32664507	Adherence to Vaccination Policy among Public Health Professionals: Results of a National Survey in Italy	Vaccines	2020-07-11	1719
PMC3530599	23300607	PG545, a Heparan Sulfate Mimetic, Reduces Heparanase Expression , Blocks Spontaneous Metastases and Enhances Overall Survival in the 4T1 Breast Carcinoma Model	PLoS ONE	2012-12-26	1720
PMC4187076	25298791	Molecular ordering at electrified interfaces: Template and potential effects	Beilstein Journal of Organic Chemistry	2014-09-23	1721
PMC6027423	29899262	Easy Synthesis and Characterization of Holmium-Doped SPIONs	Nanomaterials	2018-06-13	1722
PMC7755650	33363169	BMSC-Derived Exosomal miR-29a Promotes Angiogenesis and Osteogenesis	Frontiers in Cell and Developmental Biology	2020-12-09	1723
PMC6296300	30627405	Copper-mediated 1,2-bis(trifluoromethylation) of arynes	Chemical Science	2018-09-21	1724
PMC4239894	25320908	Temperature and Magnetic Field Driven Modifications in the I-V Features of Gold-DNA-Gold Structure	Sensors (Basel, Switzerland)	2014-10-15	1725
PMC5873281	29344954	Mixed ductal&#x02010;lobular carcinomas: evidence for progression from ductal to lobular morphology	The Journal of Pathology	2018-04-09	1726
PMC9283900	35847817	A Prospective Study Evaluating Cumulative Incidence and a Specific Prediction Rule in Pulmonary Embolism in COVID-19	Frontiers in Medicine	2022-07-01	1727
PMC8665500	34895144	Genome-wide association of single nucleotide polymorphism loci and candidate genes for frogeye leaf spot () resistance in soybean	BMC Plant Biology	2021-12-11	1728
PMC9454811	36077734	Comparison of Genomic Profiling Data with Clinical Parameters: Implications for Breast Cancer Prognosis	Cancers	2022-08-30	1729
PMC3430594	22537946	Examination of PHB Depolymerases in : Further Elucidation of the Roles of Enzymes in PHB Homeostasis	AMB Express	2012-04-26	1730
PMC6852536	31342611	variants and phenotypes among 1,079 patients with Pompe disease: Data from the Pompe Registry	Human Mutation	2019-11-07	1731
PMC9143628	35628328	Inhalative as well as Intravenous Administration of HS Provides Neuroprotection after Ischemia and Reperfusion Injury in the Rats&#x02019; Retina	International Journal of Molecular Sciences	2022-05-15	1732
